HID1,HID2
154215,89128
126775,126903
126775,99283
126775,128039
126775,126807
65068,62328
35777,35773
8343,9815
22511,23040
22511,23795
22511,24055
22511,24242
18710,18665
88833,88527
108991,108108
83351,83502
83351,82360
83351,83079
113642,113907
83146,82682
9552,8467
9552,45543
9552,8640
9552,8594
9552,4318
67900,67840
67900,68970
45274,44525
64107,62876
64107,63667
64107,63552
64107,64045
93127,92495
89600,89391
89600,89662
89600,89310
89600,23734
89600,89254
97637,114190
97637,98809
97637,98172
35020,34554
35020,33077
35020,35196
24851,24605
123497,124018
123497,123722
123497,123329
123497,124298
123497,123740
123497,122585
123497,123488
94545,94321
146356,99018
146356,146109
146356,146528
146356,146955
146356,147181
146356,146012
146356,146581
146356,145978
30334,30984
30334,30614
77811,75142
70690,71409
70690,70289
70690,70824
4039,3711
4039,4820
104186,105183
104186,32366
148332,148085
148332,39295
148332,68398
79747,88817
79747,80011
79747,79574
102696,120041
3558,4651
3558,3916
3558,4492
3558,392
32357,32338
65898,65957
65898,65998
65898,66471
65898,65832
147753,23748
83338,78167
34601,35033
34601,34768
12885,8744
12885,11837
12885,12591
12885,12281
12885,12758
12885,12698
58540,48448
23137,22328
123976,101755
123976,118966
123976,124194
123976,118498
123976,119181
123976,124049
123976,124074
123976,124452
123976,119515
98160,98328
98160,98752
98160,97944
98160,98934
127192,126779
127192,127154
14268,13896
14268,14091
14268,14191
146403,147169
146403,96456
5984,6243
6596,6382
6596,7022
150168,149824
98320,98481
37933,38059
37933,37990
110545,109181
110545,110299
62125,62094
65400,65563
155039,154910
155039,89760
52546,52459
52546,52515
52546,53146
36454,36932
36454,37438
36454,148054
36454,37623
54083,54146
122293,116388
122293,116096
108083,100459
54917,64973
54917,66085
54917,55833
98805,98851
139801,140018
14607,14726
14607,4978
100591,100896
100591,100994
143860,143853
112059,111370
62124,62395
62124,55955
110274,101931
110274,109998
103192,103271
103192,103045
123869,124069
29892,30481
29892,30082
29892,29611
17970,18107
17970,18189
17970,18098
71224,71505
71224,70402
89762,89764
89762,89596
89762,89396
36955,37021
36955,37287
36955,36435
36955,37737
39914,40489
151663,152036
151663,88841
151663,151920
151663,151890
30771,29781
22230,23897
22230,22233
77554,75064
77554,75113
35778,37118
35778,37206
153478,153448
91231,91236
64998,64471
64998,64873
64998,53875
2989,2594
2989,2330
45898,45973
45898,93511
45898,45846
45898,86683
45898,46322
45898,83910
45898,75737
45898,81881
45898,46412
45898,140856
45898,84633
16615,16727
136133,135986
130423,130054
85352,87458
29208,143713
29208,29874
29208,29726
29208,29730
29208,29575
29208,29530
29208,29140
84735,84713
84735,83720
84735,84150
84735,1370
84735,84109
84735,83942
42215,41907
42215,52777
42215,42184
42215,42172
44600,44299
44600,44938
59393,76396
59393,59095
59393,59451
59393,58611
107561,107613
107561,126454
107561,108545
95707,95026
95707,95858
27711,28855
92433,92863
92433,92505
123090,118509
123090,119059
123090,118986
123090,124591
30189,30255
48266,49904
48266,49290
48266,47310
48266,47821
48266,48931
48266,47542
48266,47183
48266,47997
60145,60236
140252,140330
140252,141085
140252,140106
140252,140451
92213,92444
134175,134225
134175,134705
134175,134199
126938,127186
26581,26896
26581,26297
14216,16006
14216,14176
14216,14220
14216,10539
153113,153419
153113,153304
85958,86128
85958,86560
126776,127077
126776,126885
126776,126859
39951,39308
39951,40513
39951,39953
39951,40229
150475,150502
140550,140614
140550,140309
92935,92273
123972,124098
123972,124290
123972,123580
123972,124129
123972,124152
119516,124466
119516,119083
119516,118637
119516,119260
134136,134281
134136,134287
134136,134131
46851,46886
46851,46543
46851,1912
21000,20972
21000,21729
21000,20711
111279,111336
111279,111463
66727,66936
66727,65921
113329,113445
113329,113494
113329,114042
113329,113678
133487,132896
133487,133098
35930,37347
35930,36162
35930,36474
35930,36712
101283,101705
39384,40581
54116,53937
54116,64419
54116,62527
54116,54383
54116,65692
61028,70699
61028,153332
61028,70883
61028,61358
61028,70268
61028,60825
153887,153811
153887,153898
153887,153864
153887,153930
153887,91059
153887,147286
137662,137528
137662,137214
20809,21918
20809,20736
26043,45032
26043,25733
120565,119964
120565,107216
120565,120566
120565,120464
47983,48327
47983,47694
47983,48406
47983,48053
23559,147497
23559,24129
23559,155522
23559,23100
23559,22745
23559,154911
154275,154704
154275,154666
126830,126940
126830,114526
25290,26946
102706,102743
102706,102474
67756,67045
67756,66983
67756,67814
96896,96125
96896,96884
96896,96946
109151,110340
109151,109404
108365,107517
15258,16011
15258,15719
15258,12858
15258,15207
117406,117745
117406,113910
117406,112318
135287,121266
137110,136937
137110,136894
63137,63272
63137,63192
63137,64257
63137,62686
63137,63536
63137,63416
63137,63089
63137,62914
63137,63699
63137,62860
22965,22385
22965,23728
22965,23647
30996,30494
30996,145100
128161,128267
112915,112668
112915,113702
121457,121366
121457,121533
121457,134504
126290,126261
85571,87332
85571,77711
22127,21159
44203,44085
44203,5378
83673,83451
60646,60760
60646,60530
60646,60098
60646,60755
60646,61705
60646,81022
60646,60539
60646,60735
3873,4335
21020,20686
21020,20551
36120,33435
36120,37575
36120,35626
7425,6933
7425,7355
7425,4251
7425,7210
36951,37084
36951,36578
36951,39238
36951,149447
36951,38467
31882,32107
1195,84052
82898,83019
126601,99287
126601,127620
126601,107581
126601,126492
126601,99962
126601,129367
26796,25674
26796,149694
60399,60264
60399,60386
12723,12226
12723,12280
74216,136808
82699,82144
128303,128353
50870,50378
50870,50928
50870,50448
50870,50279
50870,42672
50870,50906
50870,50862
50870,42497
50870,50872
25209,26620
25209,44552
50540,51004
50540,53868
29490,29746
29490,29693
29490,29330
29490,29501
64406,64399
64406,64925
21054,20580
101162,100611
101162,108293
101162,108979
101162,101004
101162,100935
103881,106613
76533,76179
92778,92247
92778,92601
92778,93230
92778,93058
135732,135676
135732,135874
135732,137027
135732,144935
3629,4726
3629,683
3629,3981
3629,3644
3629,4616
3629,4769
3629,4508
3629,4831
3629,3855
3629,3830
3629,4436
3629,3477
3629,3509
43756,43703
43756,5137
43756,44962
43756,44666
112216,112486
5448,6300
53871,54332
53871,53650
83904,83913
95775,95642
95775,95508
126163,126085
1158,1322
1158,1817
1158,1514
1158,4283
1158,68386
1158,1612
1158,1645
100916,101155
141992,43010
141992,142135
36826,35679
36826,37701
36826,37378
36826,37338
36826,35710
36826,36771
64485,66025
64485,66347
20501,18211
20501,20348
57749,57294
57749,55831
21659,21515
21659,21368
21659,21711
21659,21901
74088,74029
74088,73295
74088,74145
74088,72367
74088,73640
139342,93631
139342,139097
139342,133399
90038,97186
90038,23047
67703,67297
67703,67431
67703,67777
67703,67529
67703,150
67703,67088
139549,139203
139549,138966
139549,140175
139549,139416
139549,138883
1566,1769
98985,107254
98985,106760
98985,104907
104319,104570
108223,107516
108223,108368
42950,42765
42950,35549
42950,42905
42950,42851
42950,42900
104351,104682
104351,33402
104351,105141
5187,5758
75503,76764
75503,67745
75503,67754
56340,64264
56340,56884
96662,145775
96662,146570
96662,147086
96662,96096
96662,97419
96662,96922
32120,31210
22210,89286
114162,113530
114162,117424
114162,114130
149296,63233
149296,148949
149296,148730
23287,23467
23287,23742
23287,22206
27049,36273
150060,38292
146756,145737
146756,147046
146756,146202
146756,145662
146756,145691
73829,73303
22469,24016
145901,146402
145901,147046
81764,81603
142530,141769
38741,38513
38741,38922
38741,38247
38741,36503
1089,138
1089,573
1089,815
1089,276
1089,173
148358,148177
148358,147897
148358,83801
148358,148330
148358,45497
148358,148155
50031,49744
50031,49074
50031,48430
50031,48440
50031,48620
50031,26667
50031,49486
51893,51592
51893,51245
51893,51527
51893,51669
51893,53766
51893,52039
51893,51832
51893,53475
145386,144968
145386,152651
145386,145318
30613,31044
30613,30637
123264,123609
128622,94653
90346,91047
90346,91093
113212,112452
113212,112565
58921,58819
58921,59530
58921,59143
135780,135543
135780,137161
135780,135317
48652,47757
29690,29351
137708,137537
129900,130136
8916,7760
8916,9574
8916,8120
26239,6058
26239,5308
26239,25609
26239,26543
26239,25854
26239,25428
26239,26463
26239,26780
38654,150497
38654,48189
38654,39137
140871,140718
140871,141320
148944,44679
148944,149693
93020,132385
93020,100460
93020,92350
153939,147243
153939,154054
153939,154062
153939,90138
89449,96530
89449,89059
89449,90687
26158,25195
24896,24434
24896,24683
29318,29140
29318,29193
29318,29813
29318,29341
13867,13991
13867,14138
13867,14265
13867,14042
13867,13613
107154,105671
84476,84701
84476,84555
84476,84787
84476,84394
84476,84128
84476,84044
137679,137372
137679,137292
137679,137386
137679,137422
97329,96553
114857,114402
114857,114520
70905,70841
70905,70518
70905,70225
25990,150599
25990,26361
7351,7172
55587,65344
55587,55514
55587,59375
55587,81998
55587,55309
55587,59559
55587,55166
55587,55828
55587,55558
55587,59748
117221,116548
117221,116824
49001,48502
49001,48185
49001,47579
49001,47451
123139,111052
123139,110881
122249,122278
122249,24388
122249,115301
122249,106667
122249,106626
122249,23417
130521,130188
130521,130078
130521,130667
130521,130682
130521,42964
130521,130017
154600,154668
154600,154733
88698,91206
88698,88570
88698,92089
11235,11185
11235,11535
11235,11373
11235,13492
11235,11618
42359,42397
8936,9403
8936,9265
8936,26208
8936,8973
8936,9924
8936,8208
8936,9792
46394,46594
46394,46387
46394,46821
113618,114154
113618,113885
31591,31733
31591,42210
33819,34323
141902,142188
102861,103251
102861,103532
127310,126787
127310,126907
15183,14938
15183,12788
118755,108708
118755,124067
118755,123899
118755,124328
83381,82285
132662,132327
132662,133449
132662,133390
132662,132602
76696,75139
76696,76574
133554,133516
65743,66590
65743,66424
93317,85453
93317,85629
93317,80320
93317,91384
93317,129205
93317,80697
134528,134508
134528,135055
37376,36627
123629,123307
123629,123549
5,692
5,573
124925,123057
7017,6920
7017,6739
7017,4910
134948,134582
58423,58301
58423,58473
138508,138624
138508,137279
29803,29247
29803,29654
29803,29768
15236,14852
15236,14764
72176,71343
72176,72225
72176,81239
72176,71979
72176,71706
72176,72084
7630,7617
7630,11361
14093,13251
14093,13895
137257,137431
137257,137775
123109,122715
123109,122683
123109,122651
141084,142221
141084,142281
141084,142189
141084,141922
141084,85005
141084,141990
141084,83029
141084,140931
110342,110104
110342,110105
151236,151140
151236,150856
114274,113682
39274,39779
120798,120937
120798,121378
120798,134151
99896,99259
99896,99225
99896,99333
101195,101505
87764,87933
76300,75885
15993,15979
15993,13947
15993,9979
15993,15032
86214,86732
140953,140105
140953,141523
140953,141518
140953,141288
78238,59130
78238,59045
63735,63238
81317,81963
81317,81428
89166,89802
103750,103601
103750,103797
141210,141771
141210,26851
141210,142028
141210,151403
141210,141394
49732,49176
49732,49712
49732,47840
49732,49495
49732,58245
62669,63246
62669,64086
142138,149768
142138,26449
118962,119510
37741,25471
37741,37336
94224,93770
94224,93850
94224,94115
94224,94422
94224,100507
63111,63072
150290,150763
150290,151528
150290,40385
150290,150292
50484,50101
50484,50851
50484,50489
50484,50562
44248,45436
25054,25085
25054,26012
124164,124642
124164,124645
55246,55341
61225,60972
115490,115466
34004,32209
34004,33978
34004,33887
34004,150731
79056,80021
79056,79287
79930,79528
79930,80072
79930,79431
79930,79510
79930,80073
79930,79182
79930,79354
79930,78999
142977,143222
103834,103977
103834,103675
103834,104727
81172,81170
81172,80756
94644,100449
7726,7735
7726,45536
117556,114283
117556,114148
117556,117605
48033,48396
48033,47447
48033,26915
33535,33605
16671,16483
16671,16474
16671,16529
16671,16761
119362,119174
119362,119129
119362,118451
119362,118054
13548,13593
13548,13291
13548,13440
13548,13695
118524,118515
118524,119035
118524,119346
118524,119696
118524,118683
118524,118659
118524,119111
74759,74764
74759,74696
77773,76139
77773,77606
77773,76285
77773,77838
77773,77869
77773,77618
75459,76931
75459,75960
75459,76818
75459,75303
75459,76256
75459,76592
75459,75253
29660,29447
102558,120112
107854,108055
142713,142337
142713,142284
142713,142133
88066,87730
88066,86938
43526,43111
43526,37830
143037,143122
143037,143209
79292,79658
79292,79704
79292,79782
120428,120123
120428,113463
50186,51007
50186,50712
71648,71693
22074,21675
22074,21881
22074,21967
22074,22055
22074,22031
101052,100550
101052,100538
89417,97185
32324,32202
42,851
66785,66858
149404,148624
149404,148966
149404,4265
149404,149634
149404,44852
7543,6492
7543,1295
85205,85283
85205,84385
85205,84978
25599,26654
25599,9168
125531,125160
150238,150970
6850,7005
88162,88010
37386,37718
37386,36931
113235,113767
113235,114329
57533,57920
57533,57516
57533,57912
5339,45560
5339,45413
5339,5025
43118,43562
43118,43074
43118,43276
43118,42798
17208,16997
109845,109997
109845,109754
109845,109664
142844,136049
142844,143088
142844,142910
142844,142928
142844,143206
44201,45654
44201,9519
87362,87221
87362,87360
39362,39288
47876,49198
47876,47166
47876,48322
47876,47786
47876,48857
123964,124112
123964,123858
91244,88923
91244,88558
91244,91544
10386,10507
10386,11073
10386,10066
10386,10593
10386,10058
10386,10339
931,562
931,519
931,397
931,556
931,173
931,135
931,427
48995,48599
48995,26664
72535,73128
72535,73036
72535,72974
72535,73226
72535,73830
89727,89614
28926,28994
28926,28531
124189,124082
94084,94163
137151,137037
137151,137128
145401,145487
136635,136147
136635,136510
55759,55942
55759,56359
55759,55790
145407,145610
145407,30818
2353,3205
2353,3242
2353,3224
2353,2794
2353,69944
2353,68338
31031,30686
31031,152944
31031,30252
40412,39866
144441,144835
144441,135960
7528,7318
7528,6762
7528,7403
7528,4236
98034,27708
81282,77076
81282,82092
81282,77363
81282,81803
81282,77070
144796,144525
101736,101483
101736,101813
134299,91513
84413,43704
84413,84488
84413,84746
128255,133746
128255,128418
71649,71922
71649,71943
141399,142715
141399,149799
141399,142599
141399,141147
93853,93956
93853,94099
134593,134561
111538,112075
65296,65557
65296,65219
66190,65953
66190,64829
66190,66719
66190,66884
66190,66028
66190,66902
66190,56056
78297,78534
78297,78433
78297,78797
78297,78821
78297,78823
72064,71862
72064,71820
55199,55148
55199,55092
55199,55267
146452,147152
49818,47592
77751,77394
77751,82659
77751,83838
77751,81981
87347,140620
125155,125419
125155,125000
125155,125489
125155,130369
125155,43018
125155,125550
125155,125116
135539,135757
135539,135247
135539,135398
135539,134661
135539,143678
135539,136997
72478,71177
72478,70216
143811,143534
55051,54695
111527,112090
111527,111733
124591,122594
124591,119320
124591,119038
124591,122836
124591,119061
32742,32848
32742,32498
110425,102989
90167,90951
73936,74013
73936,73352
73936,73647
73936,70850
19442,19147
19442,19366
19442,19190
144145,144270
14293,12029
50233,50099
50233,50137
19662,19324
96619,97169
40849,40615
40849,40826
40849,40752
40849,53252
40849,40872
40849,41109
40849,52254
80306,59933
56491,62389
56491,65255
56491,61848
56491,62252
56491,56313
56491,61784
137452,137503
137452,137268
137452,137274
137452,137699
137452,137744
137452,137327
111491,111421
111491,111248
111491,111670
111491,111286
124210,123957
97823,98078
114670,114541
113533,113579
113533,113569
113533,117789
14248,13647
110715,111040
9149,8221
9149,9006
9149,8832
103597,102585
84182,78012
59722,59811
59722,81350
59722,59812
92126,91492
92126,91553
120149,119689
14940,14713
111450,111198
61167,61336
61167,79046
146512,104913
13797,14301
112226,112538
