NAICS 1 Code,NAICS 1 Description,1 - 4 employees,5 - 9 employees,10 - 19 employees,20 - 49 employees,50 - 99 employees,100 - 249 employees,250 - 499 employees,500 - 999 employees,"1,000+ employees",s,xi
624210,Community Food Services,749,749,749,749,749,749,749,749,749,2.1356347005814325,1.0507218813057984
624221,Temporary Shelters,802,802,802,802,802,802,802,802,802,7.432388539122137,0.4464698074143735
624229,Other Community Housing Services,161,161,161,161,161,161,161,161,161,2.2436113328089027,1.0029774476382973
624230,Emergency and Other Relief Services,2012,2012,2012,2012,2012,2012,2012,2012,2012,3.651147459629416,0.7642281467985022
624310,Vocational Rehabilitation Services,7690,7690,7690,7690,7690,7690,7690,7690,7690,2.171530180272022,1.398247077408814
624410,Child Day Care Services,54206,54206,54206,54206,54206,54206,54206,54206,54206,5.159788158950518,0.34476752409013284
711110,Theater Companies and Dinner Theaters,2716,2716,2716,2716,2716,2716,2716,2716,2716,0.9473038714611903,1.166912920516916
711120,Dance Companies,99,99,99,99,99,99,99,99,99,3.631286437487871,0.9538229988902469
711130,Musical Groups and Artists,8015,8015,8015,8015,8015,8015,8015,8015,8015,0.6393856811229401,0.9242988742813398
711190,Other Performing Arts Companies,17427,17427,17427,17427,17427,17427,17427,17427,17427,0.4388477002939907,0.973474801087286
711211,Sports Teams and Clubs,5148,5148,5148,5148,5148,5148,5148,5148,5148,0.3178847255185241,1.3713499868288646
711212,Racetracks,3696,3696,3696,3696,3696,3696,3696,3696,3696,0.01831543402913611,1.6173817714056922
711219,Other Spectator Sports,13832,13832,13832,13832,13832,13832,13832,13832,13832,0.021242113227115174,1.0939169141025558
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",6088,6088,6088,6088,6088,6088,6088,6088,6088,1.1652879589702936,1.1177338168490683
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",1364,1364,1364,1364,1364,1364,1364,1364,1364,1.4695307216214144,0.872388226796466
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7322,7322,7322,7322,7322,7322,7322,7322,7322,0.8272173967212435,1.003819876164198
711510,"Independent Artists, Writers, and Performers",48058,48058,48058,48058,48058,48058,48058,48058,48058,0.03171225025190206,0.9778796809647813
712110,Museums,19469,19469,19469,19469,19469,19469,19469,19469,19469,0.9116182312369348,1.0381846517324451
712120,Historical Sites,2673,2673,2673,2673,2673,2673,2673,2673,2673,1.0362477379385382,0.9326567735988646
712130,Zoos and Botanical Gardens,1299,1299,1299,1299,1299,1299,1299,1299,1299,0.8854037497891117,1.53046346346382
712190,Nature Parks and Other Similar Institutions,10063,10063,10063,10063,10063,10063,10063,10063,10063,8.349621585658918e-6,1.0783405515135436
713110,Amusement and Theme Parks,927,927,927,927,927,927,927,927,927,5.4841731505747155,0.8533308401681101
713120,Amusement Arcades,1769,1769,1769,1769,1769,1769,1769,1769,1769,1.68759218480227,0.6563764069476745
713210,Casinos (except Casino Hotels),381,381,381,381,381,381,381,381,381,2.949704147586215e-6,3.7812422964236547
713290,Other Gambling Industries,268,268,268,268,268,268,268,268,268,3.1388414068333104,1.6644147774382956
713910,Golf Courses and Country Clubs,3462,3462,3462,3462,3462,3462,3462,3462,3462,15.224810342924556,0.481225530558858
713920,Skiing Facilities,105,105,105,105,105,105,105,105,105,8.474865998181723,1.5325519809104275
713930,Marinas,5563,5563,5563,5563,5563,5563,5563,5563,5563,1.7783829478546984,0.6550093668047334
713940,Fitness and Recreational Sports Centers,102327,102327,102327,102327,102327,102327,102327,102327,102327,1.5587817689171053,0.6945230008102953
713950,Bowling Centers,1480,1480,1480,1480,1480,1480,1480,1480,1480,10.120917264891832,0.25551228044049423
713990,All Other Amusement and Recreation Industries,20039,20039,20039,20039,20039,20039,20039,20039,20039,1.1364134346600623,1.0401805031113334
721110,Hotels (except Casino Hotels) and Motels,42178,42178,42178,42178,42178,42178,42178,42178,42178,5.358794040285709,0.972340400164039
721120,Casino Hotels,677,677,677,677,677,677,677,677,677,3.833046926069378,3.145254689097836
721191,Bed-and-Breakfast Inns,13423,13423,13423,13423,13423,13423,13423,13423,13423,1.6589496640881405,0.6275320010085123
721199,All Other Traveler Accommodation,3949,3949,3949,3949,3949,3949,3949,3949,3949,1.3782383506215417,0.84084940711618406
721211,RV (Recreational Vehicle) Parks and Campgrounds,8843,8843,8843,8843,8843,8843,8843,8843,8843,1.3302176858815495,0.6148428443661029
721214,Recreational and Vacation Camps (except Campgrounds),2947,2947,2947,2947,2947,2947,2947,2947,2947,2.3497480963846993,0.9297875681525545
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",1835,1835,1835,1835,1835,1835,1835,1835,1835,1.7033266456804994,0.8495525005062525
722310,Food Service Contractors,467,467,467,467,467,467,467,467,467,11.868980963749522,0.8600051899445615
722320,Caterers,11224,11224,11224,11224,11224,11224,11224,11224,11224,5.951707506724993,0.3529137940076186
722330,Mobile Food Services,3753,3753,3753,3753,3753,3753,3753,3753,3753,1.6523635502322573,0.8609466245514346
722410,Drinking Places (Alcoholic Beverages),50393,50393,50393,50393,50393,50393,50393,50393,50393,2.539228728114541,0.4661961858486393
722511,Full-Service Restaurants,62867,62867,62867,62867,62867,62867,62867,62867,62867,9.180944919664805,0.269538842751894
722513,Limited-Service Restaurants,41959,41959,41959,41959,41959,41959,41959,41959,41959,12.205763151553988,0.12109544805437424
722514,"Cafeterias, Grill Buffets, and Buffets",659,659,659,659,659,659,659,659,659,8.524254442109605,0.4613947373356909
722515,Snack and Nonalcoholic Beverage Bars,249,249,249,249,249,249,249,249,249,6.226516533565768,0.1286474602693793
811111,General Automotive Repair,132994,132994,132994,132994,132994,132994,132994,132994,132994,1.2420935474336148,0.41023715659975957
811112,Automotive Exhaust System Repair,4657,4657,4657,4657,4657,4657,4657,4657,4657,2.4783724629178483,0.18778308264711469
811113,Automotive Transmission Repair,5841,5841,5841,5841,5841,5841,5841,5841,5841,2.2920371919812297,0.21614702307738237
811118,Other Automotive Mechanical and Electrical Repair and Maintenance,24103,24103,24103,24103,24103,24103,24103,24103,24103,1.5538749125684266,0.4687684342556157
811121,"Automotive Body, Paint, and Interior Repair and Maintenance",35477,35477,35477,35477,35477,35477,35477,35477,35477,2.412147089026985,0.4938512785469356
811122,Automotive Glass Replacement Shops,5119,5119,5119,5119,5119,5119,5119,5119,5119,1.902275346678008,0.4274939422791588
811191,Automotive Oil Change and Lubrication Shops,3541,3541,3541,3541,3541,3541,3541,3541,3541,4.321801731669257,0.18948549864508565
811192,Car Washes,26776,26776,26776,26776,26776,26776,26776,26776,26776,0.915417041804176,0.8552721483050844
811198,All Other Automotive Repair and Maintenance,13381,13381,13381,13381,13381,13381,13381,13381,13381,1.421147278958232,0.6692368072690439
811211,Consumer Electronics Repair and Maintenance,4456,4456,4456,4456,4456,4456,4456,4456,4456,1.0462301257997755,0.7719567585736511
811212,Computer and Office Machine Repair and Maintenance,11316,11316,11316,11316,11316,11316,11316,11316,11316,1.058790666772984,0.7728673615260047
811213,Communication Equipment Repair and Maintenance,899,899,899,899,899,899,899,899,899,1.736639699246735,0.7896759718540121
811219,Other Electronic and Precision Equipment Repair and Maintenance,11777,11777,11777,11777,11777,11777,11777,11777,11777,1.8101002732291833,0.7068949760869152
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,35676,35676,35676,35676,35676,35676,35676,35676,35676,1.0662249126937244,0.8381198903545737
811411,Home and Garden Equipment Repair and Maintenance,8631,8631,8631,8631,8631,8631,8631,8631,8631,0.6020044110158079,0.6232797245648296
811412,Appliance Repair and Maintenance,68159,68159,68159,68159,68159,68159,68159,68159,68159,0.2500986309895024,0.7361166453485335
811420,Reupholstery and Furniture Repair,10663,10663,10663,10663,10663,10663,10663,10663,10663,0.8015350264069663,0.5578693686875338
811430,Footwear and Leather Goods Repair,3213,3213,3213,3213,3213,3213,3213,3213,3213,0.35943510142748714,0.6538910759700367
811490,Other Personal and Household Goods Repair and Maintenance,30480,30480,30480,30480,30480,30480,30480,30480,30480,0.3982596429394093,0.8331331487403072
812111,Barber Shops,33764,33764,33764,33764,33764,33764,33764,33764,33764,0.6869301844944204,0.40943741410798057
812112,Beauty Salons,207992,207992,207992,207992,207992,207992,207992,207992,207992,0.9967937146546323,0.5079999590525399
812113,Nail Salons,55490,55490,55490,55490,55490,55490,55490,55490,55490,0.7315131492836113,0.4401491394646079
812191,Diet and Weight Reducing Centers,2086,2086,2086,2086,2086,2086,2086,2086,2086,1.350333318579942,0.6383934739744288
812199,Other Personal Care Services,47652,47652,47652,47652,47652,47652,47652,47652,47652,0.690636047339785,0.5545620942253293
812210,Funeral Homes and Funeral Services,15052,15052,15052,15052,15052,15052,15052,15052,15052,2.967265077680351,0.31945632854476513
812220,Cemeteries and Crematories,8461,8461,8461,8461,8461,8461,8461,8461,8461,2.7215073037892545,0.48280784152448397
812310,Coin-Operated Laundries and Drycleaners,11643,11643,11643,11643,11643,11643,11643,11643,11643,0.8068092413765522,0.5487084109017812
812320,Drycleaning and Laundry Services (except Coin-Operated),16720,16720,16720,16720,16720,16720,16720,16720,16720,2.5265882082283517,0.51207416113466
812331,Linen Supply,899,899,899,899,899,899,899,899,899,4.283306375014003,1.6385517554892899
812332,Industrial Launderers,309,309,309,309,309,309,309,309,309,15.076711726213112,0.9003467593207306
812910,Pet Care (except Veterinary) Services,41140,41140,41140,41140,41140,41140,41140,41140,41140,0.560642268993534,0.6308963208307872
812921,Photofinishing Laboratories (except One-Hour),3709,3709,3709,3709,3709,3709,3709,3709,3709,0.7430497596673381,0.931814098508039
812930,Parking Lots and Garages,3604,3604,3604,3604,3604,3604,3604,3604,3604,2.750556669396812,0.9470675647356801
812990,All Other Personal Services,88060,88060,88060,88060,88060,88060,88060,88060,88060,0.1883005853504311,0.8487467036796421
813110,Religious Organizations,273195,273195,273195,273195,273195,273195,273195,273195,273195,1.5671619055676274,0.6542934049386528
813211,Grantmaking Foundations,5622,5622,5622,5622,5622,5622,5622,5622,5622,0.9792583661153915,0.786179653741419
813212,Voluntary Health Organizations,458,458,458,458,458,458,458,458,458,6.488021373685247,0.9437661579442784
813219,Other Grantmaking and Giving Services,274,274,274,274,274,274,274,274,274,3.1032899095449435,0.7682098967381588
813312,"Environment, Conservation and Wildlife Organizations",2608,2608,2608,2608,2608,2608,2608,2608,2608,2.3408597991743587,0.7219114375126099
813319,Other Social Advocacy Organizations,38134,38134,38134,38134,38134,38134,38134,38134,38134,1.0413722741417586,0.9890331519767641
813410,Civic and Social Organizations,143529,143529,143529,143529,143529,143529,143529,143529,143529,1.0381121071288362,0.8932319106999784
813910,Business Associations,24623,24623,24623,24623,24623,24623,24623,24623,24623,1.7346270392648888,0.7716517104068769
813920,Professional Organizations,23914,23914,23914,23914,23914,23914,23914,23914,23914,1.703069953037632,0.7707848914455111
813930,Labor Unions and Similar Labor Organizations,10784,10784,10784,10784,10784,10784,10784,10784,10784,2.1173021511956907,0.8629623748496673
813940,Political Organizations,2720,2720,2720,2720,2720,2720,2720,2720,2720,0.7410184421751187,0.9190664107387414
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",58583,58583,58583,58583,58583,58583,58583,58583,58583,1.0709226306335045,0.6703940714462078
921110,Executive Offices,11717,11717,11717,11717,11717,11717,11717,11717,11717,10.387162563755677,0.8784167044094806
921120,Legislative Bodies,2751,2751,2751,2751,2751,2751,2751,2751,2751,9.945410852421464,0.8436373258510905
921130,Public Finance Activities,2118,2118,2118,2118,2118,2118,2118,2118,2118,10.432602405446012,0.9767441313063657
921140,"Executive and Legislative Offices, Combined",94,94,94,94,94,94,94,94,94,11.441109496992912,1.0200362910647778
921150,American Indian and Alaska Native Tribal Governments,243,243,243,243,243,243,243,243,243,13.424976122037485,1.2278674587354086
921190,Other General Government Support,5441,5441,5441,5441,5441,5441,5441,5441,5441,8.126259509312895,0.970339958781638
922110,Courts,5456,5456,5456,5456,5456,5456,5456,5456,5456,8.510908646778574,0.8005828825619334
922120,Police Protection,4227,4227,4227,4227,4227,4227,4227,4227,4227,18.96168872280477,0.8183438306322774
922130,Legal Counsel and Prosecution,923,923,923,923,923,923,923,923,923,14.263134635116167,0.8448597361629937
922140,Correctional Institutions,770,770,770,770,770,770,770,770,770,30.811860242082687,1.0907962899252652
922150,Parole Offices and Probation Offices,826,826,826,826,826,826,826,826,826,6.600984369268772,0.9305476173509578
922160,Fire Protection,7436,7436,7436,7436,7436,7436,7436,7436,7436,18.93488722409362,0.32436047839948756
922190,"Other Justice, Public Order, and Safety Activities",1044,1044,1044,1044,1044,1044,1044,1044,1044,9.313846676011925,0.9510666364255322
923110,Administration of Education Programs,489,489,489,489,489,489,489,489,489,12.601067850287034,1.188180320930954
923120,Administration of Public Health Programs,1487,1487,1487,1487,1487,1487,1487,1487,1487,20.691605066546856,0.8742715057491964
923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",1621,1621,1621,1621,1621,1621,1621,1621,1621,20.867213152670466,0.7292052831960831
923140,Administration of Veterans' Affairs,639,639,639,639,639,639,639,639,639,5.28456156815435,2.1862052190737993
924110,Administration of Air and Water Resource and Solid Waste Management Programs,1984,1984,1984,1984,1984,1984,1984,1984,1984,10.15369890842963,1.0797124230850002
924120,Administration of Conservation Programs,4824,4824,4824,4824,4824,4824,4824,4824,4824,8.899558824108308,0.8416786519823425
925110,Administration of Housing Programs,2586,2586,2586,2586,2586,2586,2586,2586,2586,6.126481217000379,0.8279656076568737
925120,Administration of Urban Planning and Community and Rural Development,917,917,917,917,917,917,917,917,917,7.591979672903028,1.11321074520081
926110,Administration of General Economic Programs,840,840,840,840,840,840,840,840,840,8.493906829304372,1.164743424248793
926120,Regulation and Administration of Transportation Programs,2180,2180,2180,2180,2180,2180,2180,2180,2180,14.96937643918392,0.8978041200838843
926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",368,368,368,368,368,368,368,368,368,15.8649158923571,0.8662707385269384
926140,Regulation of Agricultural Marketing and Commodities,2060,2060,2060,2060,2060,2060,2060,2060,2060,7.918994334870975,0.7408174461116839
926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",868,868,868,868,868,868,868,868,868,11.558353439223907,0.7147794414934084
927110,Space Research and Technology,44,44,44,44,44,44,44,44,44,8.413471246613192,1.7399124755484812
928110,National Security,2498,2498,2498,2498,2498,2498,2498,2498,2498,22.60462628922462,1.2167368146578261
928120,International Affairs,413,413,413,413,413,413,413,413,413,15.606736528003252,0.5995251810780726
999999,NA,12625815,12625815,12625815,12625815,12625815,12625815,12625815,12625815,12625815,1.363760720324352,1.0055800087720859
