X1,serial,x,y,naics,street,city,state,zip,naics_essential_classification,naics_classification_notes
3619,3619,-82.424313,29.65635,621111,350 NW 76TH DRIVE A,GAINESVILLE,FL,32607,Essential,(pg. 1)
3649,3649,-82.3919221873474,29.703192036981,621340,4631 NW 53RD AVE,GAINESVILLE,FL,32653,Essential,(pg. 1)
3718,3718,-82.329462,29.635686,531110,309 SW 16TH AVE APT 131,GAINESVILLE,FL,32601,Essential,(pg. 14)
3762,3762,-82.34802,29.677293,621420,2701 NW 23RD BLVD APT D34,GAINESVILLE,FL,32605,Essential,(pg. 1)
3764,3764,-82.431963,29.715489,621210,6653 NW 81ST BLVD,GAINESVILLE,FL,32653,Essential,(pg. 1)
3769,3769,-82.4394915,29.613267,561990,4313 SW 91ST DRIVE,GAINESVILLE,FL,32608,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
3804,3804,-82.474551,29.722077,424930,7315 NW 126TH ST,GAINESVILLE,FL,32653,Nonessential,NA
3811,3811,-82.324854,29.665575,811111,1426 NORTH MAIN ST,GAINESVILLE,FL,32601,Essential,(pg. 9)
3824,3824,-82.3500315,29.689974,524126,4004 NW 20TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg.16)
3829,3829,-82.31967,29.651778,541110,527 EAST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential,(pg.15)
3892,3892,-82.294992,29.649375,621399,224 SE 24TH ST,GAINESVILLE,FL,32641,Essential,(pg. 1)
3999,3999,-82.3661505,29.702655,812112,5240 NW 34TH BLVD B,GAINESVILLE,FL,32605,Nonessential,NA
4049,4049,-82.305153,29.656584,813110,1511 NE 6TH AVE,GAINESVILLE,FL,32641,Essential*,For essential support (pg. 14)
4051,4051,-82.43838,29.71098,561510,6106 NW 90TH ST,GAINESVILLE,FL,32653,Nonessential,NA
4088,4088,-82.3836015,29.612313,NA,4550 SW 41ST BLVD,GAINESVILLE,FL,32608,NA,NA
4090,4090,-82.3392361866773,29.5914311212977,237110,6600 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 8)
4128,4128,-82.3508505,29.694789,517919,4328 NW 20TH DRIVE,GAINESVILLE,FL,32605,Essential*,"Used by law enforcement, public safety, medical, energy, public works, critical manufacturing, food & agricultural production, financial services, education, and other critical industries and businesses (pg.13)"
4129,4129,-82.4024205,29.727918,621999,5606 NW 80TH AVE,GAINESVILLE,FL,32653,Essential,(pg. 1)
4133,4133,-82.4234625,29.65005,541350,216 SW 75TH TERRACE,GAINESVILLE,FL,32607,Essential*,"For construction supporting essential infrastructure (pg. 13, 14)"
4170,4170,-82.2971205,29.654937,524126,2111 NE 4TH AVE,GAINESVILLE,FL,32641,Essential,(pg.16)
4182,4182,-82.3366305,29.695923,531110,1120 NW 45TH AVE,GAINESVILLE,FL,32609,Essential,(pg. 14)
4189,4189,-82.4383305,29.610405,812112,4715 SW 91ST DRIVE UNIT 103,GAINESVILLE,FL,32608,Nonessential,NA
4193,4193,-82.414692,29.613744,561499,6707 SW 44TH AVE,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
4194,4194,-82.366272,29.655045,561990,315 NW 29TH ST,GAINESVILLE,FL,32607,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
4264,4264,-82.397403,29.689776,524126,4000 NW 51ST ST APT C56,GAINESVILLE,FL,32606,Essential,(pg.16)
4278,4278,-82.3760325,29.624436,311811,3524 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 3)
4293,4293,-82.5663015,29.857725,NA,22115 NW 209TH TERRACE,HIGH SPRINGS,FL,32643,NA,NA
4360,4360,-82.559574,29.824416,561990,18429 NW 202ND ST,HIGH SPRINGS,FL,32643,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
4387,4387,-82.372824,29.62629,443142,3401 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg.16)
4408,4408,-82.1877705,29.642562,813110,918 SE COUNTY ROAD 234,GAINESVILLE,FL,32641,Essential*,For essential support (pg. 14)
4423,4423,-82.2575115,29.728404,561730,8105 NE 56TH TERRACE,GAINESVILLE,FL,32609,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
4451,4451,-82.3445505,29.652408,722511,1642 WEST UNIVERSITY AVE,GAINESVILLE,FL,32603,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
4461,4461,-82.39707,29.664468,541110,1300 NW 50TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg.15)
4464,4464,-82.390392,29.701962,NA,5200 NW 43 STREET STE 102-313,GAINESVILLE,FL,32606,NA,NA
4488,4488,-82.3414893950429,29.6473183656976,445110,60 INNER DRIVE,GAINESVILLE,FL,32610,Essential,(pg. 3)
4497,4497,-82.5008535,29.546676,561990,14805 SW ARCHER LANE,ARCHER,FL,32618,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
4503,4503,-82.4143731869962,29.6595029670862,446130,6671 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,Essential,(pg. 1)
4508,4508,-82.4977215,29.785149,423320,14317 NW 142ND AVE,ALACHUA,FL,32615,Essential,(pg.15)
4528,4528,-82.6116615,29.792088,561612,25218 NW 148TH PLACE,HIGH SPRINGS,FL,32643,Essential,(pg. 2)
4542,4542,-82.165302,29.812563,238130,17121 NE US HWY 301,WALDO,FL,32694,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
4548,4548,-82.3388625,29.632518,448310,2109 SW 13TH ST,GAINESVILLE,FL,32608,Nonessential,NA
4561,4561,-82.399293,29.67534,238190,5227 NW 24TH PLACE,GAINESVILLE,FL,32606,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
4588,4588,-82.421883,29.653002,531110,75 SW 75TH ST,GAINESVILLE,FL,32607,Essential,(pg. 14)
4589,4589,-82.38699,29.692566,561499,4151 NW 43RD ST APT 549,GAINESVILLE,FL,32606,Essential*,Anything needed to support continuation of essential services
4592,4592,-82.430322253498,29.6877579324485,561499,3780 NW 83RD ST,GAINESVILLE,FL,32606,Essential*,Anything needed to support continuation of essential services
4603,4603,-82.327302,29.671767,442299,221 NW 21ST AVE,GAINESVILLE,FL,32609,Nonessential,NA
4625,4625,-82.390392,29.701962,812112,5200 NW 43RD ST 301,GAINESVILLE,FL,32606,Nonessential,NA
4642,4642,-82.3288635,29.652138,561499,408 WEST UNIVERSITY AVE 1101,GAINESVILLE,FL,32601,Essential*,Anything needed to support continuation of essential services
4654,4654,-82.3646835,29.651562,813410,2809 WEST UNIVERSITY AVE,GAINESVILLE,FL,32607,Nonessential,NA
4666,4666,-82.6129215,29.63403,541990,25630 SW 20TH PLACE,NEWBERRY,FL,32669,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
4710,4710,-82.3388535,29.622015,541712,3301 SW 13TH ST APT T275,GAINESVILLE,FL,32608,NA,NA
4720,4720,-82.411884,29.675079,541940,6425 NW 24TH PLACE,GAINESVILLE,FL,32606,Essential,(pg. 4)
4737,4737,-82.3173435,29.652174,621111,708 EAST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential,(pg. 1)
4761,4761,-82.376442,29.626317,NA,3558 SW ARCHER ROAD,GAINESVILLE,FL,32608,NA,NA
4798,4798,-82.570221,29.702853,238910,21403 NW 52ND PLACE,NEWBERRY,FL,32669,Essential,NA
4854,4854,-82.416474,29.716272,541320,6916 NW 67TH AVE,GAINESVILLE,FL,32653,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
4858,4858,-82.383993,29.713788,561499,4012 NW 64TH PLACE,GAINESVILLE,FL,32653,Essential*,Anything needed to support continuation of essential services
4876,4876,-82.39815,29.661786,812320,1000 NW 51ST TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 19)
4898,4898,-82.374651,29.607669,621111,4800 SW 35TH DRIVE,GAINESVILLE,FL,32608,Essential,(pg. 1)
4933,4933,-82.3151025,29.674314,524126,2510 NE 9TH ST APT 309,GAINESVILLE,FL,32609,Essential,(pg.16)
4938,4938,-82.4495535,29.689884,541940,3909 NW 97TH BLVD,GAINESVILLE,FL,32606,Essential,(pg. 4)
4946,4946,-82.609101,29.636613,561990,25222 SW 18TH AVE,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
4949,4949,-82.43874,29.650302,517110,209 SW 91ST ST,GAINESVILLE,FL,32607,NA,NA
4957,4957,-82.368441,29.717379,453220,3110 NW 68TH AVE,GAINESVILLE,FL,32653,Nonessential,NA
4959,4959,-82.424313,29.65635,621111,350 NW 76TH DRIVE A,GAINESVILLE,FL,32607,Essential,(pg. 1)
4964,4964,-82.519011,29.780739,512110,16507 NW 138TH AVE,ALACHUA,FL,32615,Nonessential,NA
4974,4974,-82.327563,29.673558,NA,227 NW 23RD AVE,GAINESVILLE,FL,32609,NA,NA
4996,4996,-82.154763,29.603196,812990,5305 SE 155TH ST,HAWTHORNE,FL,32640,Nonessential,NA
5001,5001,-82.4184225,29.663748,621111,7106 NW 11TH PLACE B,GAINESVILLE,FL,32605,Essential,(pg. 1)
5002,5002,-82.3411125,29.674566,NA,1420 NW 23RD AVE,GAINESVILLE,FL,32605,NA,NA
5016,5016,-82.3774815,29.649834,327390,250 SW 36TH TERRACE,GAINESVILLE,FL,32607,Essential,(pg. 14)
5018,5018,-82.326411,29.652084,922130,120 WEST UNIVERSITY AVE,GAINESVILLE,FL,32601,Essential,(pg. 14)
5092,5092,-82.3636215,29.682729,NA,3218 NW 27TH TERRACE,GAINESVILLE,FL,32605,NA,NA
5108,5108,-82.3959,29.658348,621210,4960 WEST NEWBERRY ROAD 220,GAINESVILLE,FL,32607,Essential,(pg. 1)
5117,5117,-82.360600428345,29.650457928345,451211,2500 SW 2ND AVE,GAINESVILLE,FL,32611,Essential,(pg. 14)
5123,5123,-82.3484832538109,29.6449390340692,721110,686 MUSEUM ROAD,GAINESVILLE,FL,32611,Essential,(pg.15)
5145,5145,-82.404414,29.765745,921120,5620 NW 120TH LANE,GAINESVILLE,FL,32653,Essential,(pg. 14)
5163,5163,-82.384182,29.698632,238320,4730 NW 39TH TERRACE,GAINESVILLE,FL,32606,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
5176,5176,-82.3423815,29.658285,541690,1515 NW 7TH PLACE,GAINESVILLE,FL,32603,Essential*,Anything needed to support continuation of essential services
5195,5195,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 2,GAINESVILLE,FL,32610,Essential,(pg. 1)
5233,5233,-82.34271,29.639799,621210,1600 SW ARCHER ROAD 2,GAINESVILLE,FL,32610,Essential,(pg. 1)
5256,5256,-82.3061205,29.67606,624410,2500 NE 15TH ST,GAINESVILLE,FL,32609,Essential,Childcare must be carried out in stable groups of 10 or fewer (inclusive of childcare providers for the group) (pg.15)
5262,5262,-82.3897305,29.667015,561990,4321 NW 16TH PLACE,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
5279,5279,-82.3245705,29.641005,423610,1015 SOUTH MAIN ST,GAINESVILLE,FL,32601,Essential,(pg.16)
5296,5296,-82.3180725,29.649798,541921,202 SE 7TH ST,GAINESVILLE,FL,32601,Nonessential,NA
5338,5338,-82.2961160512094,29.6783921274468,445120,2824 NE 21ST WAY B1,GAINESVILLE,FL,32609,Essential,(pg. 3)
5355,5355,-82.447533,29.664765,335999,1304 NW 98TH TERRACE,GAINESVILLE,FL,32606,Essential,(pg.18)
5356,5356,-82.4061015,29.840724,621999,5601 NW 202 PLACE,LA CROSSE,FL,32658,Essential,(pg. 1)
5380,5380,-82.47339,29.782359,621399,13859 PROGRESS BLVD 100,ALACHUA,FL,32615,Essential,(pg. 1)
5396,5396,-82.3411125,29.674566,442110,1420 NW 23RD AVE,GAINESVILLE,FL,32605,Nonessential,NA
5405,5405,-82.44684,29.604798,813110,9777 SW 52ND LANE,GAINESVILLE,FL,32608,Essential*,For essential support (pg. 14)
5427,5427,-82.4928435,29.651166,561499,304 SW 140TH TERRACE G,NEWBERRY,FL,32669,Essential*,Anything needed to support continuation of essential services
5430,5430,-82.35225,29.67885,624410,2119 NW 29TH AVE,GAINESVILLE,FL,32605,Essential,Childcare must be carried out in stable groups of 10 or fewer (inclusive of childcare providers for the group) (pg.15)
5440,5440,-82.5932115,29.81907,511199,23472 NW 178TH PLACE,HIGH SPRINGS,FL,32643,Nonessential,NA
5447,5447,-82.3501622032281,29.6369293455773,621111,2000 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
5481,5481,-82.309644,29.652417,446120,1208 EAST UNIVERSITY AVE,GAINESVILLE,FL,32641,Nonessential,NA
5524,5524,-82.3256235,29.631042,561499,105 SE 16TH AVE,GAINESVILLE,FL,32601,Essential*,Anything needed to support continuation of essential services
5527,5527,-82.3446,29.637657,621330,1601 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
5534,5534,-82.5959161,29.8266966,531210,23327 NW COUNTY ROAD 70,HIGH SPRINGS,FL,32643,Essential,(pg. 14)
5537,5537,-82.2912615,29.662299,624190,1104 NE 25TH TERRACE,GAINESVILLE,FL,32641,Essential,(pg. 1)
5571,5571,-82.2957525,29.645298,541511,2153 SW HAWTHORNE ROAD 103,GAINESVILLE,FL,32641,Essential,(pg.12)
5575,5575,-82.3834215,29.62134,621111,3968 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
5584,5584,-82.4106759285982,29.659755435192,621111,6440 WEST NEWBERRY ROAD 505,GAINESVILLE,FL,32605,Essential,(pg. 1)
5651,5651,-82.3164525,29.653614,561311,200 NE 8TH ST APT 3,GAINESVILLE,FL,32601,Essential*,Anything needed to support continuation of essential services
5664,5664,-82.4095215,29.652003,236220,124 SW 62ND ST,GAINESVILLE,FL,32607,Essential,(pg.15)
5676,5676,-82.3409415,29.673108,445110,1349 NW 23RD AVE,GAINESVILLE,FL,32605,Essential,(pg. 3)
5690,5690,-82.3241925,29.657493,541110,622 NE 1ST ST,GAINESVILLE,FL,32601,Essential,(pg.15)
5754,5754,-82.34271,29.639799,621111,1600 SW ARCHER ROAD M-415,GAINESVILLE,FL,32610,Essential,(pg. 1)
5761,5761,-82.534914,29.680695,561990,18104 NW 29TH PLACE,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
5816,5816,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
5832,5832,-82.496061,29.787903,424910,14101 NW 145TH AVE,ALACHUA,FL,32615,Essential,(pg. 3)
5846,5846,-82.606212,29.659257,811121,931 NW STATE ROAD 45,NEWBERRY,FL,32669,Essential,(pg. 9)
5907,5907,-82.3393150831227,29.6529499144248,812111,110 NW 13TH ST,GAINESVILLE,FL,32601,Nonessential,NA
5910,5910,-82.372563,29.614914,522320,4110 SW 34TH ST 4,GAINESVILLE,FL,32608,Essential,(pg.16)
5919,5919,-82.3423005,29.612835,624190,4300 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
5922,5922,-82.3423005,29.612835,624190,4300 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
5928,5928,-82.3407525,29.689857,561499,4014 NW 14TH ST,GAINESVILLE,FL,32605,Essential*,Anything needed to support continuation of essential services
5942,5942,-82.306872,29.65968,518210,806 NE WALDO ROAD,GAINESVILLE,FL,32641,Essential,"(pg. 12, 13)"
5962,5962,-82.365811154944,29.6301735239849,236117,2801 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg.18)
5973,5973,-82.3590252114625,29.6003655635879,561990,2521 SW 56TH AVE,GAINESVILLE,FL,32608,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
6056,6056,-82.339272,29.695077,515112,4424 NW 13TH ST C5,GAINESVILLE,FL,32609,Essential,(pg. 11)
6058,6058,-82.338561,29.672865,561439,2207 NW 13TH ST A,GAINESVILLE,FL,32609,Essential*,Anything needed to support continuation of essential services
6065,6065,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 2,GAINESVILLE,FL,32610,Essential,(pg. 1)
6157,6157,-82.4918535,29.653668,333318,14001 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential,(pg.15)
6170,6170,-82.3863735,29.67894,541410,2837 NW 41ST ST 310,GAINESVILLE,FL,32606,Nonessential,NA
6174,6174,-82.372941,29.624994,722513,3100 SW 34TH ST,GAINESVILLE,FL,32608,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
6183,6183,-82.553094,29.653623,813110,19817 WEST NEWBERRY ROAD,NEWBERRY,FL,32669,Essential*,For essential support (pg. 14)
6201,6201,-82.4067135,29.642886,561790,1025 SW 60TH TERRACE,GAINESVILLE,FL,32607,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
6204,6204,-82.39311,29.68992,621210,4650 NW 39TH PLACE,GAINESVILLE,FL,32606,Essential,(pg. 1)
6234,6234,-82.338714,29.644299,813410,820 WEST PANHELLENIC DRIVE,GAINESVILLE,FL,32601,Nonessential,NA
6317,6317,-82.3645215,29.680065,621111,3001 NW 28TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 1)
6353,6353,-82.3848525,29.816865,813410,3811 NW 177TH AVE,GAINESVILLE,FL,32609,Nonessential,NA
6383,6383,-82.3670325,29.630133,524210,2950 SW ARCHER ROAD D,GAINESVILLE,FL,32608,Essential,(pg.16)
